Genes,CD4T,CD8T,B,Plasma,DC,NK,Mono,Mast,Tregs
ENSG00000144655,1.34662555978126,1.2025542025542,0.945634708087841,0.746365914786967,1.85068603712672,1.16275600162756,0.897560573594857,0.990881458966565,1.31488801054018
ENSG00000164615,0.571258185746112,0.435534435534436,0.390867702196036,0.709273182957393,0.821630347054076,0.347823138478231,0.45376627657821,0.668085106382979,0.506752305665349
ENSG00000112297,0.739068794022999,0.483087483087483,0.248437778968041,0.198496240601504,0.792574656981437,0.312627153126272,0.413219053898137,0.0249240121580547,0.565876152832675
ENSG00000168685,7.92756036636136,5.90740190740191,0.0410640956971969,0.104260651629073,1.19451170298628,0.513969890139699,0.046645788692929,0.086322188449848,2.53458498023715
ENSG00000126456,0.291086256948039,0.308187308187308,0.248839492947688,0.871177944862155,0.326876513317191,0.293096432930964,0.243612988297346,0.163525835866261,0.357707509881423
ENSG00000170989,0.379030987690438,0.191301191301191,0.250937332619175,0.147368421052632,0.0637610976594027,0.145870066458701,0.00939508818196802,0.102127659574468,0.201910408432148
ENSG00000111796,1.43306253797511,1.34541134541135,0.0055793608284235,0.0348370927318296,0.0411622276029056,3.43320222433202,0.0123619581341685,0.0474164133738602,0.825592885375494
ENSG00000133639,14.2596484911223,11.3243903243903,11.0356632744153,6.13233082706767,9.15496368038741,11.8207649532077,5.73034448656667,7.02127659574468,12.2127799736495
ENSG00000287263,0.291288790872471,0.344586344586345,0.152517407605785,0.256140350877193,0.142050040355125,0.370541163705412,0.121312015823306,0.331306990881459,0.266469038208169
ENSG00000105373,3.28487521659878,1.81546381546382,2.84181396179254,2.94711779448622,2.6545601291364,1.18533839685338,1.2348772045492,1.71975683890578,2.50247035573123
ENSG00000127152,1.51772171838783,1.16500016500016,0.00633815390108909,0.0233082706766917,0.0387409200968523,0.2631900176319,0.00675787044667875,0.0194528875379939,1.2788208168643
ENSG00000185811,1.50489456984045,0.984357984357984,0.854356364934833,1.05964912280702,1.74656981436642,0.977756679777567,0.739821987802868,0.366565349544073,1.10573122529644
ENSG00000101901,0.450457951706911,0.40976140976141,0.475718621674701,0.756641604010025,0.493946731234867,0.297097517970975,0.300477995714521,0.578723404255319,0.479743083003953
ENSG00000141232,1.18756891779373,0.824802824802825,0.199964292090698,0.427067669172932,1.13075060532688,0.313847823138478,0.575572770726883,0.484498480243161,0.65431488801054
ENSG00000138767,0.732925264981884,0.819258819258819,0.240180324941975,0.471929824561404,0.419693301049233,0.944730774447308,0.272622383385528,0.184802431610942,0.680006587615283
ENSG00000071073,0.927245313590026,0.854601854601855,0.101946081056954,0.168922305764411,0.510088781275222,0.522989285229893,0.26471073017966,0.0796352583586626,0.462615283267457
ENSG00000179094,0.741251659652992,0.66980166980167,0.396000714158186,0.49749373433584,0.987086359967716,0.441204394412044,1.04301961430691,0.621276595744681,0.665184453227932
ENSG00000226979,0.146139478362626,0.0739530739530739,0.147786109623282,0.0150375939849624,0.0112994350282486,0.0612369456123695,0.00107136970496127,0.00121580547112462,0.192687747035573
ENSG00000158987,0.835519949591557,0.441243441243441,0.278610962328156,0.366165413533835,0.248587570621469,0.283873592838736,0.166391956485907,0.122188449848024,0.83399209486166
ENSG00000184205,1.29007358732588,1.85856185856186,0.820389216211391,0.879448621553885,1.13236481033091,1.21877119218771,0.236690291742212,0.990881458966565,1.56324110671937
ENSG00000100345,1.47773252019713,1.60495660495661,0.977146938046777,1.20375939849624,2.32526230831316,1.31479723314797,2.00618097906708,0.444984802431611,1.6213768115942
ENSG00000143514,0.263586650764003,0.193974193974194,0.145509730405285,0.219799498746867,0.514124293785311,0.149260816492608,0.306164496456239,0.342857142857143,0.236001317523057
ENSG00000139289,0.39136305331143,0.27984027984028,0.0198178896625603,0.15062656641604,0.322033898305085,0.359894208598942,0.417999011043349,0.286322188449848,0.561758893280632
ENSG00000235576,0.336003780633256,0.992046992046992,0.00236564899125156,0.0157894736842105,0.00968523002421308,0.436525159365252,0.0079940662600956,0.00972644376899696,0.077733860342556
ENSG00000125735,0.142808920494183,0.364683364683365,0.00562399571505088,0.00601503759398496,0.0532687651331719,0.301912383019124,0.052909180814241,0.0279635258358663,0.0683465085638999
ENSG00000101695,0.472714179625087,0.607365607365607,0.0341456882699518,0.0360902255639098,0.2590799031477,0.918689814186898,0.118427558925334,0.0492401215805471,0.377635046113307
ENSG00000213203,0.715687377635754,0.527472527472527,0.0124531333690412,0.0177944862155388,0.145278450363196,0.404787739047877,0.490604911818032,0.0717325227963526,0.618577075098814
ENSG00000220205,1.53090892724531,1.43078243078243,1.09730405284771,1.60325814536341,1.57788539144471,1.37081242370812,0.795615625515082,1.51306990881459,1.36429512516469
ENSG00000154310,0.262438958525553,0.204435204435204,0.0153097661131941,0.0566416040100251,0.0153349475383374,0.259053302590533,0.0380748310532388,0.585410334346505,0.511363636363636
ENSG00000150907,0.509552850102392,0.25967725967726,0.197911087305838,0.301754385964912,0.20500403551251,0.18879696188797,0.172078457227625,0.0583586626139818,0.672101449275362
ENSG00000184613,0.223754978958976,0.178530178530179,0.00151758614533119,0.00300751879699248,0.00564971751412429,0.0106469551064696,0.00115378275918906,0.00060790273556231,0.0680171277997365
ENSG00000182568,0.844949028962351,0.471702471702472,0.155731119442957,0.0398496240601504,0.605326876513317,0.536755730367557,0.357425416185924,0.196960486322188,0.396574440052701
ENSG00000132952,0.129734230483606,0.188034188034188,0.217728976968398,0.289974937343358,0.251008878127522,0.126271531262715,0.12526784242624,0.0674772036474164,0.130928853754941
ENSG00000064419,0.112856403447577,0.128568128568129,0.17224602749509,0.380200501253133,0.230024213075061,0.136647226366472,0.216911158727542,0.0814589665653495,0.147068511198946
ENSG00000076928,0.994846636811666,1.09032109032109,0.782137118371719,0.540350877192982,0.843422114608555,1.0682897056829,0.648343497610021,0.186626139817629,1.13241106719368
ENSG00000237943,0.874383959313185,0.369402369402369,0.00432958400285663,0.0218045112781955,0.033091202582728,0.258849857588499,0.0103840448327015,0.0237082066869301,0.555335968379447
ENSG00000213658,0.826540945608389,0.867933867933868,0.00990894483128013,0.0676691729323308,0.0460048426150121,0.440390614403906,0.0275259601120818,0.818237082066869,1.0233860342556
ENSG00000163513,0.581969979971645,0.47034947034947,0.49486698803785,0.252631578947368,0.68361581920904,0.396717753967178,0.49513762980056,0.337386018237082,0.492588932806324
ENSG00000101745,2.02468663501136,1.36379236379236,1.28298518121764,2.81854636591479,2.36400322841001,1.02427777024278,0.860969177517719,0.860182370820669,2.31933465085639
ENSG00000109452,0.65359947791255,0.19001419001419,0.00299053740403499,0.00701754385964912,0.0379338175948345,0.0276007052760071,0.00469754409098401,0.0340425531914894,0.573122529644269
ENSG00000099204,0.555775592411729,0.424710424710425,0.32552222817354,0.0423558897243108,0.0516545601291364,0.342804828428048,0.00519202241635075,0.00851063829787234,0.375658761528327
ENSG00000182463,0.506334811080856,0.0227700227700228,0.0187020174968756,0.0924812030075188,0.00403551251008878,0.0032551200325512,0.00131860886764463,0.00060790273556231,0.287220026350461
ENSG00000146757,0.139635889011409,0.154308154308154,0.22299589359043,0.326315789473684,0.249394673123487,0.203851892038519,0.105818361628482,0.138601823708207,0.172430830039526
ENSG00000204186,0.126606206539595,0.101640101640102,0.148634172469202,0.182456140350877,0.036319612590799,0.0725620507256205,0.00387341354870611,0.0462006079027356,0.175065876152833
ENSG00000154640,0.351418862659495,0.483978483978484,0.185636493483307,0.85062656641604,0.520581113801453,0.269768072697681,0.180567001813087,0.43161094224924,0.501646903820817
ENSG00000168564,0.276728852082724,0.260568260568261,0.230405284770577,0.424561403508772,0.193704600484261,0.218296487182965,0.0733476182627328,0.198784194528875,0.280467720685112
ENSG00000090554,0.71955802596935,0.427779427779428,0.0644974111765756,0.106516290726817,0.0637610976594027,0.11840499118405,0.0468930278556123,0.0297872340425532,0.505105401844532
ENSG00000143772,0.442154060805185,0.235653235653236,0.131762185324049,0.0481203007518797,0.101694915254237,0.178828156788282,0.104582165815065,0.136170212765957,0.38768115942029
ENSG00000120690,1.84596169858451,1.9024849024849,1.29981253347616,2.10651629072682,1.69652945924132,1.36138613861386,1.38808307235866,2.38723404255319,2.06571146245059
ENSG00000141384,0.169385872133582,0.0681450681450681,0.199830387430816,0.479699248120301,0.112994350282486,0.0160721551607216,0.0246415032141091,0.0164133738601824,0.088768115942029
ENSG00000196405,1.9812768638747,2.33316833316833,1.03432422781646,0.354385964912281,0.7409200968523,2.02861793028618,0.188808307235866,0.0924012158054711,2.42127799736495
ENSG00000100354,0.83689267952382,0.762300762300762,0.834226031065881,1.09022556390977,1.09281678773204,0.746439712464397,0.732816878193506,0.52644376899696,0.727602108036891
ENSG00000143641,0.0733847919526521,0.117513117513118,0.115872165684699,1.01353383458647,0.315577078288943,0.130611691306117,0.250123619581342,0.105775075987842,0.134881422924901
ENSG00000105755,0.210792807795306,0.165792165792166,0.10355293697554,0.335839598997494,0.7409200968523,0.171165061711651,0.432174056370529,0.0972644376899696,0.23336627140975
ENSG00000054267,1.23653711996759,1.14322014322014,0.856766648812712,0.895739348370927,1.45278450363196,1.22236538722365,0.760178012197132,0.914893617021277,1.42308959156785
ENSG00000177272,0.331930598375228,0.204072204072204,0.0804767005891805,0.503508771929825,0.036319612590799,0.0468601654686017,0.0142574583814076,0.00425531914893617,0.266304347826087
ENSG00000101577,0.426671467470801,0.462924462924463,0.109891090876629,0.119047619047619,0.297013720742534,0.330055608300556,0.180649414867315,0.185410334346505,0.272233201581028
ENSG00000154124,0.197853140401017,0.332739332739333,0.173361899660775,0.542606516290727,0.530266343825666,0.500067815000678,0.224493159716499,0.184802431610942,0.247200263504611
ENSG00000185418,0.364088484821208,0.276012276012276,0.252008569898232,0.875438596491228,0.175948345439871,0.221551607215516,0.0837316630954343,0.190273556231003,0.312417654808959
ENSG00000119950,0.370547066633661,0.202917202917203,0.126138189608998,0.205764411027569,0.189669087974173,0.111284416112844,0.312510301631778,0.140425531914894,0.285079051383399
ENSG00000117602,0.796340887098589,0.396660396660397,0.178539546509552,0.146616541353383,0.267150928167877,0.049708395497084,0.100543926157903,0.156838905775076,0.796936758893281
ENSG00000131507,1.33265071899543,0.767712767712768,0.281021246206035,1.29147869674185,0.911218724778047,0.412654279126543,0.779297840777979,0.424316109422492,1.06357048748353
ENSG00000110934,0.627720143123973,0.794541794541795,0.151535440099982,0.521052631578947,0.583535108958838,1.37325376373254,0.922284489863194,0.19209726443769,0.621870882740448
ENSG00000131196,0.236447104890069,0.116028116028116,0.335654347437958,0.068421052631579,0.210653753026634,0.0813101858131019,0.144552497115543,0.304559270516717,0.318017127799737
ENSG00000010810,1.19902333640885,1.89133089133089,0.169032315657918,0.0932330827067669,0.578692493946731,2.17475925674759,0.535025548046811,0.306990881458967,1.54957180500659
ENSG00000204438,0.103967414541936,0.104412104412104,0.110471344402785,0.480952380952381,0.164648910411622,0.124915231249152,0.134498104499753,0.165349544072948,0.104907773386034
ENSG00000080546,0.33179557575894,0.275781275781276,0.225629351901446,0.266416040100251,0.233252623083132,0.293367692933677,0.242541618592385,0.0620060790273556,0.471508563899868
ENSG00000070718,0.446609807142696,0.106656106656107,0.0726209605427602,0.0987468671679198,0.132364810330912,0.0811745558117456,0.0262897642986649,0.025531914893617,0.325922266139657
ENSG00000113263,0.868645498120935,0.616704616704617,0.00504374218889484,0.0180451127819549,0.0193704600484262,0.415909399159094,0.0056040876874897,0.156838905775076,0.981060606060606
ENSG00000184515,0.15113531516529,0.0591030591030591,0.0274504552758436,0.211779448621554,0.0177562550443906,0.0369591753695918,0.00230756551837811,0.0948328267477204,0.0862977602108037
ENSG00000186854,0.515561356527218,0.155430155430155,0.0276736297089805,0.0802005012531328,0.112187247780468,0.017631900176319,0.00733476182627328,0.00972644376899696,0.250658761528327
ENSG00000083168,0.463555145486869,0.381579381579382,0.307668273522585,0.40250626566416,0.476997578692494,0.37793299877933,0.413960771386188,0.240121580547112,0.452898550724638
ENSG00000114861,2.04545761415037,1.12860112860113,1.2658007498661,1.00877192982456,1.87409200968523,0.833310728333107,0.986237019943959,2.4419452887538,2.30945322793149
ENSG00000105639,0.57285595337219,0.325017325017325,0.271112301374755,0.277694235588972,0.593220338983051,0.222026312220263,0.302126256799077,0.0407294832826748,0.631093544137022
ENSG00000151883,0.61961878614668,1.07543807543808,0.310569541153365,0.255137844611529,0.253430185633575,1.03411094534111,0.323471237844074,0.0559270516717325,0.396080368906456
ENSG00000115977,0.995544253662488,0.872685872685873,0.0218264595607927,0.425814536340852,0.397901533494754,0.799335412993354,0.735124443711884,0.235866261398176,0.96969696969697
ENSG00000165929,0.574161171996309,0.461076461076461,0.0609266202463846,0.0408521303258145,0.0234059725585149,0.198223246982232,0.00379100049447833,0.00243161094224924,0.347167325428195
ENSG00000137642,0.549609559601233,0.297858297858298,0.151892519193001,0.0215538847117795,0.301049233252623,0.757018852570189,0.649085215098071,0.0559270516717325,0.414525691699605
ENSG00000189241,0.740981614420415,0.593439593439593,0.520576682735226,0.47218045112782,0.39225181598063,0.294927437949274,0.270397230921378,0.713677811550152,0.71969696969697
ENSG00000153551,0.388977653757004,0.309177309177309,0.356855918585967,0.410526315789474,0.641646489104116,0.110470636104706,0.667710565353552,0.280851063829787,0.566040843214756
ENSG00000152495,0.705133109795891,0.492492492492492,0.0199964292090698,0.0426065162907268,0.0185633575464084,0.015800895158009,0.00379100049447833,0.0115501519756839,0.544137022397892
ENSG00000170293,0.298219951841934,0.0672870672870673,0.00714158186038207,0.031077694235589,0.0532687651331719,0.0132239251322393,0.0201087852315807,0.0316109422492401,0.256916996047431
ENSG00000113448,0.492382474064406,0.657921657921658,0.189073379753615,0.153383458646617,0.17998385794996,0.619422216194222,0.389236855117851,0.128267477203647,0.33596837944664
ENSG00000233355,0.425771316695547,0.159423159423159,0.0022317443313694,0.0037593984962406,0.00726392251815981,0.0362132103621321,0.00304928300642822,0.0060790273556231,0.49604743083004
ENSG00000028839,0.144676733352837,0.179157179157179,0.183092304945545,0.391478696741855,0.21226795803067,0.196392241963922,0.117850667545739,0.155623100303951,0.170783926218709
ENSG00000178562,0.542880932556203,0.135861135861136,0.00187466523835029,0.0280701754385965,0.0112994350282486,0.0162077851620778,0.00337893522333938,0.00303951367781155,0.728096179183136
ENSG00000071051,0.588428561784099,0.325677325677326,0.205008034279593,0.194235588972431,0.188054882970137,0.172385731723857,0.111834514587111,0.0358662613981763,0.583333333333333
ENSG00000075884,0.715282309786889,0.467940467940468,0.62270130333869,0.523558897243108,0.4818401937046,0.326190153261902,0.192928959947256,0.358662613981763,0.561594202898551
ENSG00000133134,0.424488601840808,0.207339207339207,0.302579896447063,0.390225563909774,0.182405165456013,0.246507527465075,0.00873578374814571,0.400607902735562,0.332839262187088
ENSG00000271869,0.502081598667777,0.398046398046398,0.062935190144617,0.178696741854637,0.164648910411622,0.390817848908179,0.140019779133015,0.100303951367781,0.402173913043478
ENSG00000215788,0.29504692035916,0.0704550704550704,0.0037046955900732,0.0105263157894737,0.0282485875706215,0.0606266106062661,0.00684028350090654,0.00303951367781155,0.292654808959157
ENSG00000163519,0.653486959065643,0.391908391908392,0.00254418853776111,0.00927318295739348,0.0153349475383374,0.0438084904380849,0.00362617438602275,0.00911854103343465,0.347990777338603
ENSG00000143924,1.27486103922407,1.18740718740719,0.927870023210141,0.667418546365915,0.940274414850686,0.718906822189068,0.421295533212461,0.28693009118541,1.1735836627141
ENSG00000147324,0.208137363008304,0.0654720654720655,0.0678450276736297,0.0288220551378446,0.0637610976594027,0.0380442153804422,0.0529915938684688,0.0565349544072948,0.167819499341238
ENSG00000113580,0.958885613340234,0.872058872058872,0.60457953936797,0.762155388471178,1.50524616626312,0.683982096839821,0.688725894181638,1.11428571428571,1.04249011857708
ENSG00000127311,0.37216733802912,0.277266277266277,0.065345474022496,0.362155388471178,0.127522195318805,0.210023057100231,0.0869457722103181,0.0425531914893617,0.276679841897233
ENSG00000135426,0.422958345522875,0.137181137181137,0.0491430101767542,0.0130325814536341,0.0944309927360775,0.115488946154889,0.00510960936212296,0.56838905775076,0.333168642951252
ENSG00000189283,0.31014694961406,0.0357390357390357,0.080074986609534,0.205263157894737,0.130750605326877,0.0419774854197749,0.0381572441074666,0.068693009118541,0.166172595520422
ENSG00000184384,0.483538492697527,0.244233244233244,0.25682913765399,0.141102756892231,0.147699757869249,0.185745286857453,0.283583319597824,0.0826747720364742,0.506916996047431
ENSG00000187764,0.679006233544119,0.525855525855526,0.210899839314408,0.4,0.401937046004843,0.438152719381527,0.353716828745673,0.536170212765957,0.613965744400527
ENSG00000224032,0.59124153295677,0.366003366003366,0.506382788787716,0.594235588972431,0.537530266343826,0.355282788552828,0.2274600296687,0.810942249240122,0.426218708827404
ENSG00000059804,2.72329365168666,1.72405372405372,2.33793072665595,0.49874686716792,3.38660209846651,1.35243455852435,4.34292071864183,1.65592705167173,2.31702898550725
ENSG00000135127,0.366676418300065,0.265551265551266,0.0195947152294233,0.0268170426065163,0.0573042776432607,0.0897192458971925,0.00288445689797264,0.00486322188449848,0.277503293807642
ENSG00000065357,0.520399666944213,0.248391248391248,0.268880557043385,0.133834586466165,0.232445520581114,0.124372711243727,0.159139607713862,0.0389057750759878,0.766304347826087
ENSG00000105717,0.28093705695704,0.151107151107151,0.0406623817175504,0.0390977443609023,0.0209846650524617,0.0319408653194087,0.00387341354870611,0.0121580547112462,0.299736495388669
ENSG00000258738,0.121632873506312,0.0706530706530707,0.0735582931619354,0.12406015037594,0.110573042776433,0.149396446493964,0.072111422449316,0.0851063829787234,0.08300395256917
ENSG00000183813,0.161937124468348,0.0241560241560242,0.00142831637207641,0.00175438596491228,0.00807102502017756,0.001356300013563,0.000988956650733476,0.00364741641337386,0.27536231884058
ENSG00000081019,0.5306838895515,0.356631356631357,0.288876986252455,0.354385964912281,0.427764326069411,0.305777838057778,0.190951046645789,0.300911854103343,0.637022397891963
ENSG00000008513,0.477755023966514,0.454971454971455,0.281155150865917,0.179197994987469,0.506860371267151,0.469551064695511,0.39673644305258,0.122796352583587,0.279644268774704
ENSG00000157933,0.200486081418638,0.133419133419133,0.0760578468130691,0.121052631578947,0.173527037933818,0.141529906415299,0.168617108950058,0.158054711246201,0.129776021080369
ENSG00000166681,0.18493597677611,0.046002046002046,0.0158453847527227,0.0556390977443609,0.0968523002421307,0.0309236403092364,0.0398055051920224,0.208510638297872,0.175395256916996
ENSG00000197457,0.276346288003241,0.120879120879121,0.0377164792001428,0.0456140350877193,0.0548829701372074,0.0362810253628103,0.0132685017306741,0.0285714285714286,0.163372859025033
ENSG00000151150,0.25172716430002,0.0490710490710491,0.103240492769148,0.0145363408521303,0.0427764326069411,0.013088295130883,0.001565848030328,0.00486322188449848,0.0489130434782609
ENSG00000079335,0.511938249656818,0.360921360921361,0.060748080699875,0.0907268170426065,0.229217110573043,0.121592296215923,0.0749958793472886,0.161094224924012,0.296442687747036
ENSG00000169641,0.16540270495308,0.163119163119163,0.0650330298161043,0.111278195488722,0.302663438256659,0.196866946968669,0.169194000329652,0.127051671732523,0.180006587615283
ENSG00000164300,0.360127821410086,0.121143121143121,0.034056418496697,0.0451127819548872,0.176755447941889,0.0376373253763733,0.207021592220208,0.0243161094224924,0.188899868247694
ENSG00000149212,0.457411616445755,0.118800118800119,0.486297089805392,0.0401002506265664,0.317998385794996,0.0313983453139835,0.146942475688149,0.124012158054711,1.06060606060606
ENSG00000237499,0.17919751558386,0.16011616011616,0.0248616318514551,0.111278195488722,0.257465698143664,0.147836701478367,0.0487885281028515,0.0534954407294833,0.161231884057971
ENSG00000154229,0.350811260886198,0.154407154407154,0.0124084984824139,0.127568922305764,0.19774011299435,0.116031466160315,0.0934564034943135,0.265653495440729,0.257246376811594
ENSG00000246223,0.220581947476202,0.12025212025212,0.00191930012497768,0.00200501253132832,0.00807102502017756,0.0036620100366201,0.00197791330146695,0.00243161094224924,0.217226613965744
ENSG00000246705,0.457186578751941,0.549186549186549,0.157025531155151,1.15012531328321,1.03470540758676,0.566051810660518,1.33088841272458,0.499088145896657,0.450098814229249
ENSG00000084093,0.379256025384252,0.386001386001386,0.304409926798786,0.52781954887218,0.730427764326069,0.359216058592161,0.391214768419318,0.196960486322188,0.374505928853755
ENSG00000163635,0.405787969484889,0.332211332211332,0.121763970719514,0.162907268170426,0.388216303470541,0.319747728197477,0.319268172078457,0.176899696048632,0.421442687747036
ENSG00000188994,0.499561176497063,0.504933504933505,0.598062845920371,0.925062656641604,0.816787732041969,0.506645870066459,0.382478984671172,0.351975683890577,0.773221343873518
ENSG00000124203,0.276683844543961,0.245883245883246,0.0215586502410284,0.00726817042606516,0.0137207425343019,0.133120846331208,0.00313169606065601,0.00364741641337386,0.41304347826087
ENSG00000035115,0.28422260728672,0.119064119064119,0.112569184074272,0.134085213032581,0.121872477804681,0.0838871558388716,0.0408768748969837,0.0474164133738602,0.243906455862978
ENSG00000197635,0.174966806940162,0.0308880308880309,0.0040617746830923,0.006265664160401,0.153349475383374,0.0058320900583209,0.000824130542277897,0.0303951367781155,0.0805335968379447
ENSG00000140577,0.421810653284425,0.201564201564202,0.195232994108195,0.367919799498747,0.296206618240517,0.225688322256883,0.191363111916928,0.186626139817629,0.444499341238472
ENSG00000204677,0.199428404257713,0.0708180708180708,0.0425370469559007,0.107518796992481,0.127522195318805,0.0344500203445002,0.0405472226800725,0.0656534954407295,0.0942028985507246
ENSG00000172005,0.732002610437248,0.108570108570109,0.00633815390108909,0.0463659147869674,0.0242130750605327,0.0117998101179981,0.00288445689797264,0.00303951367781155,0.700922266139657
ENSG00000124222,0.445754663906204,0.36003036003036,0.217505802535262,0.46265664160401,0.613397901533495,0.363149328631493,0.554227789681886,0.224924012158055,0.496870882740448
ENSG00000145649,0.206449580304701,2.8020328020328,0.00656132833422603,0.0431077694235589,0.0516545601291364,4.55960938559609,0.0216746332619087,0.0413373860182371,0.0713109354413702
ENSG00000271503,1.36510115444337,14.1707091707092,0.0958757364756293,0.421553884711779,0.199354317998386,8.16173877661739,0.106148013845393,0.156231003039514,0.151021080368906
ENSG00000187193,0.381708936246821,0.414480414480415,0.0512408498482414,0.813533834586466,0.251008878127522,0.227180252271803,0.471155431020274,0.2,0.470849802371542
ENSG00000143185,0.0517361658077728,1.57614757614758,0.00218710944474201,0.018796992481203,0.00564971751412429,2.40777159907772,0.00659304433822317,0.00972644376899696,0.00741106719367589
ENSG00000100453,0.0651934198978329,1.09170709170709,0.00428494911622924,0.0919799498746867,11.1081517352704,6.95971788959718,0.0157408933575078,0.0188449848024316,0.0072463768115942
ENSG00000060138,0.136170308526678,0.464970464970465,0.804945545438315,0.958897243107769,2.16545601291364,0.0621863556218636,2.69663754738751,1.5854103343465,0.0884387351778656
ENSG00000155657,0.133942435357922,0.0886380886380886,0.285975718621675,0.0205513784461153,0.0863599677158999,0.116167096161671,0.00947750123619581,0.178115501519757,0.602602108036891
ENSG00000113088,0.12914913247969,1.64772464772465,0.00575790037493305,0.0233082706766917,0.0129136400322841,0.901600434016004,0.00725234877204549,0.00790273556231003,0.184782608695652
ENSG00000132002,11.7127618876162,17.6193776193776,7.01847884306374,16.0010025062657,7.20500403551251,4.68282924182829,2.39574748640185,6.68024316109423,12.4967061923584
ENSG00000177721,0.36658640322254,0.379170379170379,0.115202642385288,0.0819548872180451,0.0920096852300242,0.294995252949953,0.0965056865007417,0.12887537993921,0.318675889328063
ENSG00000138795,1.03132524697887,0.308484308484308,0.008168184252812,0.0243107769423559,0.0121065375302663,0.0394005153940052,0.00428547881984506,0.00364741641337386,1.30319499341238
ENSG00000112972,0.196795463240093,0.524469524469524,0.298250312444206,0.478195488721805,0.4818401937046,0.30021700800217,0.139360474699192,0.392705167173252,0.172101449275362
ENSG00000227191,0.062718005265882,0.927201927201927,0.00107123727905731,0.00902255639097744,0.00726392251815981,0.148650481486505,0.00980715345310697,0.00547112462006079,0.00955204216073781
ENSG00000225470,0.402569930463353,0.346665346665347,0.289635779325121,0.582205513784461,0.672316384180791,0.454021429540214,0.263309708257788,0.375683890577508,0.363636363636364
